Meldedatum, difference, group, trend, value
2022-06-09, , steigend, , 64.3
2022-06-16, 7.1, steigend, 0.2649, 71.4
2022-06-23, -12.6, steigend, -0.4773, 58.8
2022-06-30, -15, steigend, -0.5682, 43.8
2022-07-07, -14.4, steigend, -0.5455, 29.4
2022-07-14, 8.1, steigend, 0.3022, 37.5
2022-07-21, -26.4, steigend, -1, 11.1
2022-07-28, -5.5, steigend, -0.2083, 5.6
2022-08-04, -5.6, steigend, -0.2121, 
2022-08-11, , steigend, , 
2022-08-18, 5.6, steigend, 0.209, 5.6
2022-08-25, 11.1, steigend, 0.4142, 16.7
2022-09-01, , steigend, , 16.7
2022-09-08, 24.5, steigend, 0.9142, 41.2
2022-09-15, 2.6, steigend, 0.097, 43.8
2022-09-22, 26.8, steigend, 1, 70.6
2022-09-29, , steigend, , 70.6
2022-10-06, -17.7, steigend, -0.6705, 52.9
2022-10-13, -19.6, steigend, -0.7424, 33.3
2022-10-20, -3.3, steigend, -0.125, 30
