Meldedatum, difference, trend, value
2022-09-17, , , 72.73
2022-09-18, , , 70.74
2022-09-19, , , 77.95
2022-09-20, , , 81.51
2022-09-21, , , 81.11
2022-09-22, , , 82.09
2022-09-23, , , 78.38
2022-09-24, 0.6, 0.0514, 73.33
2022-09-25, 2.01, 0.1721, 72.75
2022-09-26, 1.65, 0.1413, 79.6
2022-09-27, 1.52, 0.1301, 83.03
2022-09-28, 3.16, 0.2705, 84.27
2022-09-29, 0.91, 0.0779, 83
2022-09-30, 0.25, 0.0214, 78.63
2022-10-01, -1.56, -0.0893, 71.77
2022-10-02, -2.84, -0.1627, 69.91
2022-10-03, -8.01, -0.4588, 71.59
2022-10-04, -5.04, -0.2887, 77.99
2022-10-05, -3.04, -0.1741, 81.23
2022-10-06, -0.59, -0.0338, 82.41
2022-10-07, 0.71, 0.0608, 79.34
2022-10-08, 2.71, 0.232, 74.48
2022-10-09, 3.32, 0.2842, 73.23
2022-10-10, 7.57, 0.6481, 79.16
2022-10-11, 4.13, 0.3536, 82.12
2022-10-12, 2.13, 0.1824, 83.36
2022-10-13, -0.34, -0.0195, 82.07
2022-10-14, 0.53, 0.0454, 79.87
2022-10-15, -0.87, -0.0498, 73.61
2022-10-16, 0.31, 0.0265, 73.54
2022-10-17, -0.17, -0.0097, 78.99
2022-10-18, -0.08, -0.0046, 82.04
2022-10-19, -0.4, -0.0229, 82.96
2022-10-20, 0.14, 0.012, 82.21
2022-10-21, -0.63, -0.0361, 79.24
2022-10-22, 0.63, 0.0539, 74.24
2022-10-23, -0.2, -0.0115, 73.34
2022-10-24, 0.34, 0.0291, 79.33
2022-10-25, -0.45, -0.0258, 81.59
2022-10-26, -0.56, -0.0321, 82.4
2022-10-27, -0.49, -0.0281, 81.72
2022-10-28, -0.77, -0.0441, 78.47
2022-10-29, -2.21, -0.1266, 72.03
2022-10-30, -1.85, -0.106, 71.49
2022-10-31, -3.09, -0.177, 76.24
2022-11-01, -7.58, -0.4341, 74.01
2022-11-02, -2.32, -0.1329, 80.08
2022-11-03, 0.03, 0.0026, 81.75
2022-11-04, 0.32, 0.0274, 78.79
2022-11-05, 0.42, 0.036, 72.45
2022-11-06, 1.49, 0.1276, 72.98
2022-11-07, 3.52, 0.3014, 79.76
2022-11-08, 8.86, 0.7586, 82.87
2022-11-09, 4.95, 0.4238, 85.03
2022-11-10, 2.61, 0.2235, 84.36
2022-11-11, 1.58, 0.1353, 80.37
2022-11-12, 2, 0.1712, 74.45
2022-11-13, 1.8, 0.1541, 74.78
2022-11-14, 0.96, 0.0822, 80.72
2022-11-15, 0.95, 0.0813, 83.82
2022-11-16, -0.71, -0.0407, 84.32
2022-11-17, -0.21, -0.012, 84.15
2022-11-18, 0.11, 0.0094, 80.48
2022-11-19, 0.68, 0.0582, 75.13
2022-11-20, 0.03, 0.0026, 74.81
2022-11-21, 0.38, 0.0325, 81.1
2022-11-22, 0.36, 0.0308, 84.18
2022-11-23, 1.66, 0.1421, 85.98
2022-11-24, 0.88, 0.0753, 85.03
2022-11-25, 1.81, 0.155, 82.29
2022-11-26, -0.38, -0.0218, 74.75
2022-11-27, 1.08, 0.0925, 75.89
2022-11-28, 1.03, 0.0882, 82.13
2022-11-29, 0.32, 0.0274, 84.5
2022-11-30, -1.39, -0.0796, 84.59
2022-12-01, -0.62, -0.0355, 84.41
2022-12-02, -1.98, -0.1134, 80.31
2022-12-03, 0.61, 0.0522, 75.36
2022-12-04, 0.09, 0.0077, 75.98
2022-12-05, 0.27, 0.0231, 82.4
2022-12-06, -0.04, -0.0023, 84.46
2022-12-07, -1.2, -0.0687, 83.39
2022-12-08, 0.71, 0.0608, 85.12
2022-12-09, 1.71, 0.1464, 82.02
2022-12-10, 0.36, 0.0308, 75.72
2022-12-11, 0.93, 0.0796, 76.91
2022-12-12, -0.39, -0.0223, 82.01
2022-12-13, -0.04, -0.0023, 84.42
2022-12-14, 1.28, 0.1096, 84.67
2022-12-15, -0.78, -0.0447, 84.34
2022-12-16, -1.94, -0.1111, 80.08
2022-12-17, -0.14, -0.008, 75.58
2022-12-18, -2.32, -0.1329, 74.59
2022-12-19, -2.84, -0.1627, 79.17
2022-12-20, -3.69, -0.2113, 80.73
2022-12-21, -5.43, -0.311, 79.24
2022-12-22, -9.39, -0.5378, 74.95
2022-12-23, -12.98, -0.7434, 67.1
2022-12-24, -16.92, -0.9691, 58.66
2022-12-25, -15.34, -0.8786, 59.25
2022-12-26, -17.46, -1, 61.71
2022-12-27, -13.4, -0.7675, 67.33
2022-12-28, -8.34, -0.4777, 70.9
2022-12-29, -3.22, -0.1844, 71.73
2022-12-30, 0.47, 0.0402, 67.57
2022-12-31, 4.25, 0.3639, 62.91
2023-01-01, 4.97, 0.4255, 64.22
2023-01-02, 8.62, 0.738, 70.33
