Meldedatum, difference, group, quantity, trend, value
2022-06-08, , trend, 15, , 73.3
2022-06-15, -4.9, trend, 19, -0.1225, 68.4
2022-06-22, -8.4, trend, 20, -0.21, 60
2022-06-29, , trend, 20, , 60
2022-07-06, -25, trend, 20, -0.625, 35
2022-07-13, , trend, 20, , 35
2022-07-20, -15, trend, 20, -0.375, 20
2022-07-27, -10, trend, 20, -0.25, 10
2022-08-03, -10, trend, 20, -0.25, 
2022-08-10, , trend, 20, , 
2022-08-17, 10, trend, 20, 0.3333, 10
2022-08-24, , trend, 20, , 10
2022-08-31, , trend, 20, , 10
2022-09-07, 15, trend, 20, 0.5, 25
2022-09-14, 30, trend, 20, 1, 55
2022-09-21, 20, trend, 20, 0.6667, 75
2022-09-28, , trend, 20, , 75
2022-10-05, -15, trend, 20, -0.375, 60
2022-10-12, -40, trend, 20, -1, 20
2022-10-19, -10, trend, 20, -0.25, 10
2022-10-26, -10, trend, 20, -0.25, 
2022-11-02, 15, trend, 20, 0.5, 15
2022-11-09, -5, trend, 20, -0.125, 10
2022-11-16, 1.8, trend, 17, 0.06, 11.8
2022-11-23, 3.6, trend, 13, 0.12, 15.4
