Meldedatum, difference, group, quantity, trend, value
2022-06-08, , trend, 19, , 63.2
2022-06-15, 3.5, trend, 24, 0.125, 66.7
2022-06-22, 9.3, trend, 25, 0.3321, 76
2022-06-29, -12, trend, 25, -0.3333, 64
2022-07-06, -24, trend, 25, -0.6667, 40
2022-07-13, -8, trend, 25, -0.2222, 32
2022-07-20, -8, trend, 25, -0.2222, 24
2022-07-27, -24, trend, 25, -0.6667, 
2022-08-03, , trend, 25, , 
2022-08-10, , trend, 25, , 
2022-08-17, 4, trend, 25, 0.1429, 4
2022-08-24, 12, trend, 25, 0.4286, 16
2022-08-31, 4, trend, 25, 0.1429, 20
2022-09-07, 4, trend, 25, 0.1429, 24
2022-09-14, 28, trend, 25, 1, 52
2022-09-21, 28, trend, 25, 1, 80
2022-09-28, , trend, 25, , 80
2022-10-05, -20, trend, 25, -0.5556, 60
2022-10-12, -36, trend, 25, -1, 24
2022-10-19, -16, trend, 25, -0.4444, 8
2022-10-26, , trend, 25, , 8
2022-11-02, 4, trend, 25, 0.1429, 12
2022-11-09, 4, trend, 25, 0.1429, 16
2022-11-16, -4, trend, 25, -0.1111, 12
2022-11-23, , trend, 25, , 12
2022-11-30, 20, trend, 25, 0.7143, 32
2022-12-07, 26.3, trend, 24, 0.9393, 58.3
2022-12-14, 1.7, trend, 20, 0.0607, 60
2022-12-21, -26.7, trend, 9, -0.7417, 33.3
