Week, difference, trend, value
2020-W11, , , 9
2020-W12, 39, 0.074, 48
2020-W13, 286, 0.5427, 334
2020-W14, 601, 1.1404, 935
2020-W15, 400, 0.759, 1335
2020-W16, 272, 0.5161, 1607
2020-W17, -247, -0.9574, 1360
2020-W18, -366, -1.4186, 994
2020-W19, -268, -1.0388, 726
2020-W20, -226, -0.876, 500
2020-W21, -171, -0.6628, 329
2020-W22, -72, -0.2791, 257
2020-W23, -86, -0.3333, 171
2020-W24, -58, -0.2248, 113
2020-W25, -14, -0.0543, 99
2020-W26, -24, -0.093, 75
2020-W27, -21, -0.0814, 54
2020-W28, -3, -0.0116, 51
2020-W29, -27, -0.1047, 24
2020-W30, 11, 0.0209, 35
2020-W31, -12, -0.0465, 23
2020-W32, 23, 0.0436, 46
2020-W33, -13, -0.0504, 33
2020-W34, 5, 0.0095, 38
2020-W35, -7, -0.0271, 31
2020-W36, , , 31
2020-W37, -6, -0.0233, 25
2020-W38, 9, 0.0171, 34
2020-W39, 35, 0.0664, 69
2020-W40, 3, 0.0057, 72
2020-W41, 16, 0.0304, 88
2020-W42, 70, 0.1328, 158
2020-W43, 92, 0.1746, 250
2020-W44, 202, 0.3833, 452
2020-W45, 350, 0.6641, 802
2020-W46, 396, 0.7514, 1198
2020-W47, 330, 0.6262, 1528
2020-W48, 555, 1.0531, 2083
2020-W49, 563, 1.0683, 2646
2020-W50, 336, 0.6376, 2982
2020-W51, 1264, 2.3985, 4246
2020-W52, -543, -2.1047, 3703
2020-W53, 769, 1.4592, 4472
2021-W01, 1556, 2.9526, 6028
2021-W02, 19, 0.0361, 6047
2021-W03, -645, -2.5, 5402
2021-W04, -379, -1.469, 5023
2021-W05, -504, -1.9535, 4519
2021-W06, -1088, -4.2171, 3431
2021-W07, -493, -1.9109, 2938
2021-W08, -682, -2.6434, 2256
2021-W09, -400, -1.5504, 1856
2021-W10, -362, -1.4031, 1494
2021-W11, -212, -0.8217, 1282
2021-W12, -85, -0.3295, 1197
2021-W13, -108, -0.4186, 1089
2021-W14, 295, 0.5598, 1384
2021-W15, 172, 0.3264, 1556
2021-W16, 100, 0.1898, 1656
2021-W17, -26, -0.1008, 1630
2021-W18, -29, -0.1124, 1601
2021-W19, -268, -1.0388, 1333
2021-W20, -37, -0.1434, 1296
2021-W21, -258, -1, 1038
2021-W22, -213, -0.8256, 825
2021-W23, -199, -0.7713, 626
2021-W24, -74, -0.2868, 552
2021-W25, -181, -0.7016, 371
2021-W26, -91, -0.3527, 280
2021-W27, -72, -0.2791, 208
2021-W28, -74, -0.2868, 134
2021-W29, 31, 0.0588, 165
2021-W30, -28, -0.1085, 137
2021-W31, -17, -0.0659, 120
2021-W32, -27, -0.1047, 93
2021-W33, 23, 0.0436, 116
2021-W34, 39, 0.074, 155
2021-W35, 83, 0.1575, 238
2021-W36, 35, 0.0664, 273
2021-W37, 119, 0.2258, 392
2021-W38, -10, -0.0388, 382
2021-W39, 12, 0.0228, 394
2021-W40, 18, 0.0342, 412
2021-W41, 6, 0.0114, 418
2021-W42, 74, 0.1404, 492
2021-W43, 134, 0.2543, 626
2021-W44, 168, 0.3188, 794
2021-W45, 352, 0.6679, 1146
2021-W46, 238, 0.4516, 1384
2021-W47, 419, 0.7951, 1803
2021-W48, 354, 0.6717, 2157
2021-W49, 438, 0.8311, 2595
2021-W50, 4, 0.0076, 2599
2021-W51, -476, -1.845, 2123
2021-W52, -335, -1.2984, 1788
2022-W01, 33, 0.0626, 1821
2022-W02, -186, -0.7209, 1635
2022-W03, -558, -2.1628, 1077
2022-W04, -72, -0.2791, 1005
2022-W05, -32, -0.124, 973
2022-W06, 247, 0.4687, 1220
2022-W07, 132, 0.2505, 1352
2022-W08, 47, 0.0892, 1399
2022-W09, 25, 0.0474, 1424
2022-W10, 47, 0.0892, 1471
2022-W11, -139, -0.5388, 1332
2022-W12, 192, 0.3643, 1524
2022-W13, 63, 0.1195, 1587
2022-W14, 76, 0.1442, 1663
2022-W15, -427, -1.655, 1236
2022-W16, -3, -0.0116, 1233
2022-W17, 52, 0.0987, 1285
2022-W18, -204, -0.7907, 1081
2022-W19, -118, -0.4574, 963
2022-W20, -128, -0.4961, 835
2022-W21, -284, -1.1008, 551
2022-W22, -27, -0.1047, 524
2022-W23, -110, -0.4264, 414
2022-W24, -35, -0.1357, 379
2022-W25, 183, 0.3472, 562
2022-W26, , , 562
2022-W27, 7, 0.0133, 569
2022-W28, 93, 0.1765, 662
2022-W29, 12, 0.0228, 674
2022-W30, 126, 0.2391, 800
2022-W31, 88, 0.167, 888
2022-W32, -44, -0.1705, 844
