Meldedatum, difference, group, trend, value
2022-06-09, , steigend, , 76.9
2022-06-16, -1.9, steigend, -0.0532, 75
2022-06-23, -10.7, steigend, -0.2997, 64.3
2022-06-30, -35.7, steigend, -1, 28.6
2022-07-07, 2.2, steigend, 0.0775, 30.8
2022-07-14, 2.5, steigend, 0.088, 33.3
2022-07-21, -13.3, steigend, -0.3725, 20
2022-07-28, -20, steigend, -0.5602, 
2022-08-04, , steigend, , 
2022-08-11, , steigend, , 
2022-08-18, 6.7, steigend, 0.2359, 6.7
2022-08-25, 6.6, steigend, 0.2324, 13.3
2022-09-01, , steigend, , 13.3
2022-09-08, 28.4, steigend, 1, 41.7
2022-09-15, 21.9, steigend, 0.7711, 63.6
2022-09-22, , steigend, , 63.6
2022-09-29, -8, steigend, -0.2241, 55.6
2022-10-06, 11.1, steigend, 0.3908, 66.7
