Meldedatum, difference, group, quantity, trend, value
2022-06-08, , trend, 26, , 73.1
2022-06-15, -5.4, trend, 31, -0.1742, 67.7
2022-06-22, 1.1, trend, 32, 0.0389, 68.8
2022-06-29, -15.7, trend, 32, -0.5065, 53.1
2022-07-06, -9.3, trend, 32, -0.3, 43.8
2022-07-13, -6.3, trend, 32, -0.2032, 37.5
2022-07-20, -15.6, trend, 32, -0.5032, 21.9
2022-07-27, -18.8, trend, 32, -0.6065, 3.1
2022-08-03, -3.1, trend, 32, -0.1, 
2022-08-10, , trend, 32, , 
2022-08-17, 6.2, trend, 32, 0.2191, 6.2
2022-08-24, 9.4, trend, 32, 0.3322, 15.6
2022-08-31, 12.5, trend, 32, 0.4417, 28.1
2022-09-07, 12.5, trend, 32, 0.4417, 40.6
2022-09-14, 12.5, trend, 32, 0.4417, 53.1
2022-09-21, 15.7, trend, 32, 0.5548, 68.8
2022-09-28, -3.2, trend, 32, -0.1032, 65.6
2022-10-05, 3.2, trend, 32, 0.1131, 68.8
2022-10-12, -31, trend, 45, -1, 37.8
2022-10-19, -13.9, trend, 46, -0.4484, 23.9
2022-10-26, -15.4, trend, 47, -0.4968, 8.5
2022-11-02, 4, trend, 48, 0.1413, 12.5
2022-11-09, 4.2, trend, 48, 0.1484, 16.7
2022-11-16, -6.5, trend, 49, -0.2097, 10.2
2022-11-23, 7.8, trend, 50, 0.2756, 18
2022-11-30, 18, trend, 50, 0.636, 36
2022-12-07, 22.8, trend, 51, 0.8057, 58.8
2022-12-14, 4.7, trend, 52, 0.1661, 63.5
2022-12-21, -28.9, trend, 52, -0.9323, 34.6
2022-12-28, -19.5, trend, 53, -0.629, 15.1
2023-01-04, -11.3, trend, 53, -0.3645, 3.8
2023-01-11, , trend, 53, , 3.8
2023-01-18, 9.4, trend, 53, 0.3322, 13.2
2023-01-25, 28.3, trend, 53, 1, 41.5
2023-02-01, 17, trend, 53, 0.6007, 58.5
2023-02-08, 6.9, trend, 52, 0.2438, 65.4
2023-02-15, 7.8, trend, 41, 0.2756, 73.2
2023-02-22, -6.5, trend, 9, -0.2097, 66.7
