Altersgruppe, Week, difference, trend, value
0-4, 2020-12, , , 1.9
0-4, 2020-13, 1.1, 0.2075, 3
0-4, 2020-14, 1.4, 0.2642, 4.4
0-4, 2020-15, -0.3, -0.04, 4.1
0-4, 2020-16, -1.1, -0.1467, 3
0-4, 2020-17, -0.7, -0.0933, 2.3
0-4, 2020-18, -1.1, -0.1467, 1.2
0-4, 2020-19, -0.2, -0.0267, 1
0-4, 2020-20, 0.1, 0.0189, 1.1
0-4, 2020-21, -0.1, -0.0133, 1
0-4, 2020-22, -0.1, -0.0133, 0.9
0-4, 2020-23, 0.2, 0.0377, 1.1
0-4, 2020-24, -0.4, -0.0533, 0.7
0-4, 2020-25, 0.1, 0.0189, 0.8
0-4, 2020-26, -0.2, -0.0267, 0.6
0-4, 2020-27, -0.2, -0.0267, 0.4
0-4, 2020-28, , , 0.4
0-4, 2020-29, -0.1, -0.0133, 0.3
0-4, 2020-30, 0.1, 0.0189, 0.4
0-4, 2020-31, 0.2, 0.0377, 0.6
0-4, 2020-32, 0.1, 0.0189, 0.7
0-4, 2020-33, 0.3, 0.0566, 1
0-4, 2020-34, -0.1, -0.0133, 0.9
0-4, 2020-35, -0.4, -0.0533, 0.5
0-4, 2020-36, , , 0.5
0-4, 2020-37, 0.2, 0.0377, 0.7
0-4, 2020-38, 0.2, 0.0377, 0.9
0-4, 2020-39, -0.1, -0.0133, 0.8
0-4, 2020-40, 0.3, 0.0566, 1.1
0-4, 2020-41, 0.7, 0.1321, 1.8
0-4, 2020-42, 0.5, 0.0943, 2.3
0-4, 2020-43, 1.2, 0.2264, 3.5
0-4, 2020-44, 0.4, 0.0755, 3.9
0-4, 2020-45, 0.1, 0.0189, 4
0-4, 2020-46, 0.6, 0.1132, 4.6
0-4, 2020-47, 0.1, 0.0189, 4.7
0-4, 2020-48, 0.1, 0.0189, 4.8
0-4, 2020-49, 0.1, 0.0189, 4.9
0-4, 2020-50, 1.3, 0.2453, 6.2
0-4, 2020-51, -0.2, -0.0267, 6
0-4, 2020-52, 0.3, 0.0566, 6.3
0-4, 2020-53, 2.3, 0.434, 8.6
0-4, 2021-01, 1, 0.1887, 9.6
0-4, 2021-02, -1.9, -0.2533, 7.7
0-4, 2021-03, -1, -0.1333, 6.7
0-4, 2021-04, -0.3, -0.04, 6.4
0-4, 2021-05, 0.3, 0.0566, 6.7
0-4, 2021-06, -0.4, -0.0533, 6.3
0-4, 2021-07, -0.6, -0.08, 5.7
0-4, 2021-08, 0.9, 0.1698, 6.6
0-4, 2021-09, -0.5, -0.0667, 6.1
0-4, 2021-10, -0.6, -0.08, 5.5
0-4, 2021-11, -0.2, -0.0267, 5.3
0-4, 2021-12, 1.6, 0.3019, 6.9
0-4, 2021-13, 0.4, 0.0755, 7.3
0-4, 2021-14, 2, 0.3774, 9.3
0-4, 2021-15, -0.7, -0.0933, 8.6
0-4, 2021-16, -0.1, -0.0133, 8.5
0-4, 2021-17, -0.7, -0.0933, 7.8
0-4, 2021-18, 0.2, 0.0377, 8
0-4, 2021-19, 0.2, 0.0377, 8.2
0-4, 2021-20, -1.4, -0.1867, 6.8
0-4, 2021-21, -1.8, -0.24, 5
0-4, 2021-22, -1.6, -0.2133, 3.4
0-4, 2021-23, -1.2, -0.16, 2.2
0-4, 2021-24, -0.5, -0.0667, 1.7
0-4, 2021-25, -0.8, -0.1067, 0.9
0-4, 2021-26, -0.4, -0.0533, 0.5
0-4, 2021-27, 0.1, 0.0189, 0.6
0-4, 2021-28, 0.3, 0.0566, 0.9
0-4, 2021-29, 0.1, 0.0189, 1
0-4, 2021-30, 1.2, 0.2264, 2.2
0-4, 2021-31, 1.5, 0.283, 3.7
0-4, 2021-32, 1.7, 0.3208, 5.4
0-4, 2021-33, 1.4, 0.2642, 6.8
0-4, 2021-34, 1.5, 0.283, 8.3
0-4, 2021-35, 0.3, 0.0566, 8.6
0-4, 2021-36, -1.7, -0.2267, 6.9
0-4, 2021-37, -0.8, -0.1067, 6.1
0-4, 2021-38, -0.9, -0.12, 5.2
0-4, 2021-39, -0.5, -0.0667, 4.7
0-4, 2021-40, -0.4, -0.0533, 4.3
0-4, 2021-41, 0.2, 0.0377, 4.5
0-4, 2021-42, 1.4, 0.2642, 5.9
0-4, 2021-43, 1.4, 0.2642, 7.3
0-4, 2021-44, 1.3, 0.2453, 8.6
0-4, 2021-45, 1.5, 0.283, 10.1
