Altersgruppe, Meldedatum, difference, trend, value
35-59, 2020-03-03, , , 0.081
35-59, 2020-03-04, , , 0.1197
35-59, 2020-03-05, , , 0.1443
35-59, 2020-03-06, , , 0.1866
35-59, 2020-03-07, , , 0.2535
35-59, 2020-03-08, , , 0.2676
35-59, 2020-03-09, , , 0.2957
35-59, 2020-03-10, 0.0986, 0.0698, 0.3309
35-59, 2020-03-11, 0.1162, 0.0823, 0.3802
35-59, 2020-03-12, 0.1866, 0.1322, 0.4154
35-59, 2020-03-13, 0.1901, 0.1347, 0.514
35-59, 2020-03-14, 0.1901, 0.1347, 0.6548
35-59, 2020-03-15, 0.176, 0.1247, 0.7499
35-59, 2020-03-16, 0.1972, 0.1397, 0.8379
35-59, 2020-03-17, 0.3028, 0.2145, 1.0386
35-59, 2020-03-18, 0.2464, 0.1746, 1.2181
35-59, 2020-03-19, 0.2922, 0.207, 1.5632
35-59, 2020-03-20, 0.3767, 0.2668, 1.8096
35-59, 2020-03-21, 0.4295, 0.3042, 2.0173
35-59, 2020-03-22, 0.514, 0.3641, 2.3412
35-59, 2020-03-23, 0.7182, 0.5087, 2.5454
35-59, 2020-03-24, 0.7992, 0.5661, 2.7672
35-59, 2020-03-25, 0.9682, 0.6858, 3.151
35-59, 2020-03-26, 1.116, 0.7905, 3.5207
35-59, 2020-03-27, 1.271, 0.9002, 3.8868
35-59, 2020-03-28, 1.5491, 1.0973, 4.2987
35-59, 2020-03-29, 1.5104, 1.0698, 4.598
35-59, 2020-03-30, 1.5808, 1.1197, 4.774
35-59, 2020-03-31, 1.6723, 1.1845, 4.9641
35-59, 2020-04-01, 1.5068, 1.0673, 5.1683
35-59, 2020-04-02, 1.2886, 0.9127, 5.2775
35-59, 2020-04-03, 1.102, 0.7805, 5.2704
35-59, 2020-04-04, 0.6478, 0.4589, 5.1789
35-59, 2020-04-05, 0.5668, 0.4015, 4.9817
35-59, 2020-04-06, 0.162, 0.1147, 4.7494
35-59, 2020-04-07, -0.176, -0.1168, 4.605
35-59, 2020-04-08, -0.2957, -0.1963, 4.4114
35-59, 2020-04-09, -0.5563, -0.3692, 4.2072
35-59, 2020-04-10, -0.7464, -0.4953, 4.0276
35-59, 2020-04-11, -0.8626, -0.5724, 3.672
35-59, 2020-04-12, -0.9858, -0.6542, 3.4749
35-59, 2020-04-13, -0.8203, -0.5444, 3.4643
35-59, 2020-04-14, -0.9963, -0.6612, 3.1439
35-59, 2020-04-15, -0.9224, -0.6121, 2.8869
35-59, 2020-04-16, -0.8379, -0.5561, 2.6264
35-59, 2020-04-17, -0.852, -0.5654, 2.4574
35-59, 2020-04-18, -0.5598, -0.3715, 2.4187
35-59, 2020-04-19, -0.4964, -0.3294, 2.3166
35-59, 2020-04-20, -0.5915, -0.3925, 2.2391
35-59, 2020-04-21, -0.3098, -0.2056, 2.2919
35-59, 2020-04-22, -0.3626, -0.2407, 2.1546
35-59, 2020-04-23, -0.3204, -0.2126, 1.9997
35-59, 2020-04-24, -0.2288, -0.1519, 1.7955
35-59, 2020-04-25, -0.419, -0.278, 1.6441
35-59, 2020-04-26, -0.4295, -0.285, 1.5913
35-59, 2020-04-27, -0.4682, -0.3107, 1.4752
35-59, 2020-04-28, -0.595, -0.3949, 1.3836
35-59, 2020-04-29, -0.4929, -0.3271, 1.3555
35-59, 2020-04-30, -0.4788, -0.3178, 1.2498
35-59, 2020-05-01, -0.3732, -0.2477, 1.2498
35-59, 2020-05-02, -0.3098, -0.2056, 1.1372
35-59, 2020-05-03, -0.3098, -0.2056, 1.0104
35-59, 2020-05-04, -0.257, -0.1706, 1.0104
35-59, 2020-05-05, -0.2007, -0.1332, 0.9611
35-59, 2020-05-06, -0.2253, -0.1495, 0.9154
35-59, 2020-05-07, -0.1866, -0.1238, 0.9189
35-59, 2020-05-08, -0.2605, -0.1729, 0.859
35-59, 2020-05-09, -0.1936, -0.1285, 0.8872
35-59, 2020-05-10, -0.1056, -0.0701, 0.8907
35-59, 2020-05-11, -0.1338, -0.0888, 0.852
35-59, 2020-05-12, -0.1197, -0.0794, 0.859
35-59, 2020-05-13, -0.1162, -0.0771, 0.7957
35-59, 2020-05-14, -0.1162, -0.0771, 0.7569
35-59, 2020-05-15, -0.1162, -0.0771, 0.69
35-59, 2020-05-16, -0.1197, -0.0794, 0.6689
35-59, 2020-05-17, -0.1303, -0.0864, 0.6337
35-59, 2020-05-18, -0.0951, -0.0631, 0.6408
35-59, 2020-05-19, -0.1584, -0.1051, 0.5492
35-59, 2020-05-20, -0.1408, -0.0935, 0.514
35-59, 2020-05-21, -0.1338, -0.0888, 0.4894
35-59, 2020-05-22, -0.1514, -0.1005, 0.4542
35-59, 2020-05-23, -0.1443, -0.0958, 0.433
35-59, 2020-05-24, -0.1091, -0.0724, 0.4225
35-59, 2020-05-25, -0.1127, -0.0748, 0.419
35-59, 2020-05-26, -0.0176, -0.0117, 0.4471
35-59, 2020-05-27, -0.0282, -0.0187, 0.4542
35-59, 2020-05-28, -0.0387, -0.0257, 0.4084
35-59, 2020-05-29, 0.0035, 0.0025, 0.4436
35-59, 2020-05-30, -0.0035, -0.0023, 0.4225
35-59, 2020-05-31, -0.0211, -0.014, 0.4542
35-59, 2020-06-01, -0.0106, -0.007, 0.433
35-59, 2020-06-02, -0.081, -0.0537, 0.3908
35-59, 2020-06-03, -0.0845, -0.0561, 0.3345
35-59, 2020-06-04, -0.0458, -0.0304, 0.3485
35-59, 2020-06-05, -0.0599, -0.0397, 0.3345
35-59, 2020-06-06, -0.0493, -0.0327, 0.3274
35-59, 2020-06-07, -0.0739, -0.0491, 0.3204
35-59, 2020-06-08, -0.0775, -0.0514, 0.3309
35-59, 2020-06-09, -0.0282, -0.0187, 0.3485
35-59, 2020-06-10, 0.0106, 0.0075, 0.338
35-59, 2020-06-11, -0.0141, -0.0093, 0.3133
35-59, 2020-06-12, -0.0387, -0.0257, 0.2711
35-59, 2020-06-13, -0.0422, -0.028, 0.2852
