Meldedatum, difference, group, trend, value
2022-06-09, , steigend, , 76.9
2022-06-16, -1.9, steigend, -0.0609, 75
2022-06-23, -10.7, steigend, -0.3429, 64.3
2022-06-30, -28.6, steigend, -0.9167, 35.7
2022-07-07, 2.8, steigend, 0.0539, 38.5
2022-07-14, 4.4, steigend, 0.0848, 42.9
2022-07-21, -11.7, steigend, -0.375, 31.2
2022-07-28, -31.2, steigend, -1, 
2022-08-04, , steigend, , 
2022-08-11, 6.7, steigend, 0.1291, 6.7
2022-08-18, -0.5, steigend, -0.016, 6.2
2022-08-25, 6.3, steigend, 0.1214, 12.5
2022-09-01, 6.3, steigend, 0.1214, 18.8
2022-09-08, 7.9, steigend, 0.1522, 26.7
2022-09-15, 51.9, steigend, 1, 78.6
2022-09-22, -7.2, steigend, -0.2308, 71.4
2022-09-29, -4.7, steigend, -0.1506, 66.7
2022-10-06, -9.6, steigend, -0.3077, 57.1
