Meldedatum, difference, group, quantity, trend, value
2022-06-08, , steigend, 26, , 73.1
2022-06-15, -2.1, steigend, 31, -0.0772, 71
2022-06-22, -2.2, steigend, 32, -0.0809, 68.8
2022-06-29, -12.6, steigend, 32, -0.4632, 56.2
2022-07-06, -12.4, steigend, 32, -0.4559, 43.8
2022-07-13, -6.3, steigend, 32, -0.2316, 37.5
2022-07-20, -18.7, steigend, 32, -0.6875, 18.8
2022-07-27, -12.6, steigend, 32, -0.4632, 6.2
2022-08-03, -6.2, steigend, 32, -0.2279, 
2022-08-10, , steigend, 32, , 
2022-08-17, 9.4, steigend, 32, 0.3345, 9.4
2022-08-24, 9.4, steigend, 32, 0.3345, 18.8
2022-08-31, 3.1, steigend, 32, 0.1103, 21.9
2022-09-07, 12.5, steigend, 32, 0.4448, 34.4
2022-09-14, 18.7, steigend, 32, 0.6655, 53.1
2022-09-21, 28.1, steigend, 32, 1, 81.2
2022-09-28, -9.3, steigend, 32, -0.3419, 71.9
2022-10-05, -15.7, steigend, 32, -0.5772, 56.2
2022-10-12, -18.4, steigend, 45, -0.6765, 37.8
2022-10-19, -7.4, steigend, 46, -0.2721, 30.4
2022-10-26, -24, steigend, 47, -0.8824, 6.4
2022-11-02, 4, steigend, 48, 0.1423, 10.4
2022-11-09, 10.4, steigend, 48, 0.3701, 20.8
2022-11-16, -8.6, steigend, 49, -0.3162, 12.2
2022-11-23, 1.8, steigend, 50, 0.0641, 14
2022-11-30, 20, steigend, 50, 0.7117, 34
2022-12-07, 24.8, steigend, 51, 0.8826, 58.8
2022-12-14, 0.8, steigend, 52, 0.0285, 59.6
2022-12-21, -19.2, steigend, 52, -0.7059, 40.4
2022-12-28, -27.2, steigend, 53, -1, 13.2
2023-01-04, -7.5, steigend, 53, -0.2757, 5.7
2023-01-11, -1.9, steigend, 53, -0.0699, 3.8
2023-01-18, 13.2, steigend, 53, 0.4698, 17
2023-01-25, 26.4, steigend, 53, 0.9395, 43.4
2023-02-01, 15.1, steigend, 53, 0.5374, 58.5
2023-02-08, 5.7, steigend, 53, 0.2028, 64.2
2023-02-15, -3.8, steigend, 48, -0.1397, 60.4
2023-02-22, -16.9, steigend, 46, -0.6213, 43.5
2023-03-01, 6.5, steigend, 14, 0.2313, 50
