Meldedatum, difference, trend, value
2022-04-01, , , 88.1217
2022-04-02, , , 86.8431
2022-04-03, , , 85.5014
2022-04-04, , , 84.8255
2022-04-05, , , 84.2838
2022-04-06, , , 84.2938
2022-04-07, , , 84.6435
2022-04-08, -2.7811, -0.4724, 85.3406
2022-04-09, -0.9913, -0.1684, 85.8518
2022-04-10, 1.1225, 0.2076, 86.6239
2022-04-11, 2.6507, 0.4902, 87.4762
2022-04-12, 3.3662, 0.6225, 87.6501
2022-04-13, 3.8638, 0.7145, 88.1576
2022-04-14, 4.0466, 0.7483, 88.69
2022-04-15, 2.4744, 0.4576, 87.8149
2022-04-16, 3.3152, 0.6131, 89.167
2022-04-17, 3.099, 0.5731, 89.7229
2022-04-18, 0.349, 0.0645, 87.8252
2022-04-19, 1.9248, 0.356, 89.5749
2022-04-20, 1.2392, 0.2292, 89.3968
2022-04-21, 0.6354, 0.1175, 89.3254
2022-04-22, 2.9024, 0.5367, 90.7173
2022-04-23, 0.7472, 0.1382, 89.9142
2022-04-24, -0.3047, -0.0518, 89.4182
2022-04-25, 2.876, 0.5319, 90.7012
2022-04-26, -0.5354, -0.0909, 89.0396
2022-04-27, -0.8298, -0.1409, 88.567
2022-04-28, -0.9083, -0.1543, 88.4171
2022-04-29, -2.8304, -0.4807, 87.8869
2022-04-30, -2.5693, -0.4364, 87.3449
2022-05-01, -2.4072, -0.4089, 87.0111
2022-05-02, -3.3815, -0.5744, 87.3196
2022-05-03, -1.825, -0.31, 87.2146
2022-05-04, -1.5497, -0.2632, 87.0173
2022-05-05, -2.0347, -0.3456, 86.3824
2022-05-06, -1.8224, -0.3095, 86.0645
2022-05-07, -1.1307, -0.192, 86.2143
2022-05-08, -0.3231, -0.0549, 86.6879
2022-05-09, -0.5238, -0.089, 86.7958
2022-05-10, -0.1553, -0.0264, 87.0593
2022-05-11, 0.2846, 0.0526, 87.3018
2022-05-12, 1.5813, 0.2924, 87.9637
2022-05-13, 2.2548, 0.417, 88.3193
2022-05-14, 2.5024, 0.4628, 88.7167
2022-05-15, 2.6604, 0.492, 89.3484
2022-05-16, 2.7699, 0.5122, 89.5658
2022-05-17, 2.908, 0.5378, 89.9673
2022-05-18, 2.7621, 0.5108, 90.064
2022-05-19, 1.8927, 0.35, 89.8564
2022-05-20, 1.8017, 0.3332, 90.121
2022-05-21, 1.419, 0.2624, 90.1357
2022-05-22, 0.5153, 0.0953, 89.8637
2022-05-23, 0.2557, 0.0473, 89.8215
2022-05-24, -0.4494, -0.0763, 89.5179
2022-05-25, 0.1658, 0.0307, 90.2298
2022-05-26, -0.0411, -0.007, 89.8154
2022-05-27, 1.1292, 0.2088, 91.2502
2022-05-28, 0.3776, 0.0698, 90.5134
2022-05-29, -0.2433, -0.0413, 89.6204
2022-05-30, -0.7524, -0.1278, 89.0691
2022-05-31, -1.3427, -0.2281, 88.1751
2022-06-01, -2.9303, -0.4977, 87.2995
2022-06-02, -1.9784, -0.336, 87.837
2022-06-03, -4.9152, -0.8348, 86.3351
2022-06-04, -3.507, -0.5957, 87.0064
2022-06-05, -1.3723, -0.2331, 88.2481
2022-06-06, -2.0707, -0.3517, 86.9984
2022-06-07, 0.0488, 0.009, 88.224
2022-06-08, 0.7878, 0.1457, 88.0872
2022-06-09, -0.1784, -0.0303, 87.6586
2022-06-10, 0.9208, 0.1703, 87.2559
2022-06-11, 0.1365, 0.0253, 87.1429
2022-06-12, -1.6539, -0.2809, 86.5942
2022-06-13, 1.3791, 0.255, 88.3775
2022-06-14, -0.5006, -0.085, 87.7234
2022-06-15, 0.7691, 0.1422, 88.8564
2022-06-16, 1.064, 0.1968, 88.7226
2022-06-17, 2.4111, 0.4459, 89.667
2022-06-18, 2.7578, 0.51, 89.9007
2022-06-19, 3.3642, 0.6222, 89.9584
2022-06-20, 1.2659, 0.2341, 89.6433
2022-06-21, 2.5256, 0.4671, 90.249
2022-06-22, 0.5584, 0.1033, 89.4148
2022-06-23, 1.3938, 0.2578, 90.1164
2022-06-24, -0.0214, -0.0036, 89.6456
2022-06-25, 0.3127, 0.0578, 90.2134
2022-06-26, 0.7702, 0.1424, 90.7286
2022-06-27, 1.3184, 0.2438, 90.9617
2022-06-28, 0.3854, 0.0713, 90.6344
2022-06-29, 1.5694, 0.2902, 90.9842
2022-06-30, 0.7843, 0.145, 90.9007
2022-07-01, -0.6968, -0.1183, 88.9488
2022-07-02, -0.9032, -0.1534, 89.3101
2022-07-03, -1.2741, -0.2164, 89.4545
2022-07-04, -1.813, -0.3079, 89.1487
2022-07-05, -1.5159, -0.2575, 89.1185
2022-07-06, -2.2873, -0.3885, 88.6969
2022-07-07, -3.0011, -0.5097, 87.8996
2022-07-08, -1.1428, -0.1941, 87.806
2022-07-09, -2.3007, -0.3908, 87.0095
2022-07-10, -3.1266, -0.5311, 86.3279
2022-07-11, -2.8152, -0.4782, 86.3336
2022-07-12, -2.8841, -0.4899, 86.2344
2022-07-13, -2.4116, -0.4096, 86.2852
2022-07-14, -1.1863, -0.2015, 86.7134
2022-07-15, -1.2123, -0.2059, 86.5937
2022-07-16, -0.8675, -0.1473, 86.142
2022-07-17, 0.347, 0.0642, 86.6749
2022-07-18, 0.5892, 0.109, 86.9228
2022-07-19, 0.4513, 0.0835, 86.6857
2022-07-20, 0.4739, 0.0876, 86.7592
2022-07-21, 0.2653, 0.0491, 86.9787
2022-07-22, 1.0522, 0.1946, 87.6459
2022-07-23, 2.4505, 0.4532, 88.5925
2022-07-24, 2.1206, 0.3922, 88.7955
2022-07-25, 2.1003, 0.3884, 89.023
2022-07-26, 2.6522, 0.4905, 89.3378
2022-07-27, 2.1106, 0.3903, 88.8698
2022-07-28, 1.9022, 0.3518, 88.8809
2022-07-29, 0.8903, 0.1647, 88.5363
2022-07-30, -0.5998, -0.1019, 87.9926
2022-07-31, -1.4593, -0.2479, 87.3361
2022-08-01, -2.3935, -0.4065, 86.6295
2022-08-02, -3.1554, -0.5359, 86.1824
2022-08-03, -2.6746, -0.4543, 86.1952
2022-08-04, -3.3311, -0.5658, 85.5498
2022-08-05, -3.2113, -0.5455, 85.3249
2022-08-06, -3.1232, -0.5305, 84.8694
2022-08-07, -2.2189, -0.3769, 85.1172
2022-08-08, -1.0121, -0.1719, 85.6174
2022-08-09, -0.213, -0.0362, 85.9694
2022-08-10, -0.5916, -0.1005, 85.6036
2022-08-11, 0.4078, 0.0754, 85.9576
2022-08-12, 0.3982, 0.0736, 85.7231
2022-08-13, 1.4612, 0.2702, 86.3306
2022-08-14, 1.59, 0.294, 86.7073
2022-08-15, 0.4569, 0.0845, 86.0742
2022-08-16, 0.6053, 0.1119, 86.5747
2022-08-17, 1.7521, 0.324, 87.3557
2022-08-18, 0.8657, 0.1601, 86.8233
2022-08-19, 0.5485, 0.1014, 86.2716
2022-08-20, -0.4014, -0.0682, 85.9292
2022-08-21, -1.7268, -0.2933, 84.9805
2022-08-22, -0.3198, -0.0543, 85.7545
2022-08-23, -1.6734, -0.2842, 84.9013
2022-08-24, -2.4871, -0.4224, 84.8687
2022-08-25, -1.2644, -0.2148, 85.5589
2022-08-26, 0.0774, 0.0143, 86.349
2022-08-27, -0.0642, -0.0109, 85.865
2022-08-28, 1.4397, 0.2662, 86.4202
2022-08-29, 0.2816, 0.0521, 86.0361
2022-08-30, 0.925, 0.1711, 85.8262
2022-08-31, 0.1114, 0.0206, 84.9801
2022-09-01, -0.8196, -0.1392, 84.7393
2022-09-02, -2.2024, -0.3741, 84.1466
2022-09-03, -1.3129, -0.223, 84.5521
2022-09-04, -1.6717, -0.2839, 84.7485
2022-09-05, -1.2806, -0.2175, 84.7555
2022-09-06, -0.5239, -0.089, 85.3023
2022-09-07, 0.9972, 0.1844, 85.9773
2022-09-08, 0.9296, 0.1719, 85.6689
2022-09-09, 1.8854, 0.3487, 86.032
2022-09-10, 1.2559, 0.2322, 85.8079
2022-09-11, 0.5057, 0.0935, 85.2542
2022-09-12, 0.8239, 0.1524, 85.5794
2022-09-13, 0.1017, 0.0188, 85.404
2022-09-14, -0.8559, -0.1454, 85.1214
2022-09-15, -0.0771, -0.0131, 85.5919
2022-09-16, -0.7739, -0.1314, 85.2581
2022-09-17, -1.2424, -0.211, 84.5656
2022-09-18, -1.968, -0.3343, 83.2862
2022-09-19, -3.7254, -0.6328, 81.854
2022-09-20, -4.1764, -0.7094, 81.2276
2022-09-21, -3.9691, -0.6742, 81.1523
2022-09-22, -4.7706, -0.8103, 80.8213
2022-09-23, -4.0637, -0.6902, 81.1944
2022-09-24, -2.7091, -0.4601, 81.8565
2022-09-25, -0.5182, -0.088, 82.7679
2022-09-26, 1.9909, 0.3682, 83.845
2022-09-27, 3.1947, 0.5908, 84.4222
2022-09-28, 3.3466, 0.6189, 84.4989
2022-09-29, 4.2564, 0.7871, 85.0777
2022-09-30, 4.6075, 0.8521, 85.8019
2022-10-01, 4.5528, 0.8419, 86.4093
2022-10-02, 5.0218, 0.9287, 87.7898
2022-10-03, 2.3992, 0.4437, 86.2441
2022-10-04, 3.4397, 0.6361, 87.862
2022-10-05, 4.2067, 0.7779, 88.7056
2022-10-06, 3.9446, 0.7295, 89.0222
2022-10-07, 2.7028, 0.4998, 88.5047
2022-10-08, 1.4433, 0.2669, 87.8525
2022-10-09, -1.1919, -0.2024, 86.5978
2022-10-10, 2.4383, 0.4509, 88.6825
2022-10-11, -0.6731, -0.1143, 87.1889
2022-10-12, -2.1596, -0.3668, 86.546
2022-10-13, -3.2928, -0.5593, 85.7294
2022-10-14, -2.674, -0.4542, 85.8307
2022-10-15, -1.2203, -0.2073, 86.6323
2022-10-16, 0.7445, 0.1377, 87.3424
2022-10-17, -1.5498, -0.2632, 87.1326
2022-10-18, 0.227, 0.042, 87.4159
2022-10-19, 0.8603, 0.1591, 87.4063
2022-10-20, 1.8137, 0.3354, 87.5431
2022-10-21, 1.2199, 0.2256, 87.0507
2022-10-22, -0.0285, -0.0048, 86.6038
2022-10-23, -1.0354, -0.1759, 86.307
2022-10-24, -1.2081, -0.2052, 85.9245
2022-10-25, -1.3714, -0.2329, 86.0445
2022-10-26, -1.2187, -0.207, 86.1876
2022-10-27, -0.7631, -0.1296, 86.78
2022-10-28, 0.8727, 0.1614, 87.9234
2022-10-29, 1.9791, 0.366, 88.5829
2022-10-30, 2.9514, 0.5458, 89.2584
2022-10-31, 3.0157, 0.5577, 88.9402
2022-11-01, 2.7089, 0.501, 88.7534
2022-11-02, 2.9927, 0.5534, 89.1802
2022-11-03, 1.6797, 0.3106, 88.4597
2022-11-04, -0.6058, -0.1029, 87.3176
2022-11-05, -2.6543, -0.4508, 85.9286
2022-11-06, -4.7013, -0.7985, 84.557
2022-11-07, -4.092, -0.695, 84.8482
2022-11-08, -4.0275, -0.6841, 84.7258
2022-11-09, -4.7374, -0.8047, 84.4428
2022-11-10, -3.4806, -0.5912, 84.9791
2022-11-11, -2.146, -0.3645, 85.1716
2022-11-12, -0.1935, -0.0329, 85.7351
2022-11-13, 1.5109, 0.2794, 86.068
2022-11-14, 1.5602, 0.2885, 86.4084
2022-11-15, 2.1599, 0.3994, 86.8857
2022-11-16, 2.3209, 0.4292, 86.7637
2022-11-17, 1.2192, 0.2255, 86.1982
2022-11-18, 1.1304, 0.209, 86.3019
2022-11-19, 0.2543, 0.047, 85.9894
2022-11-20, 0.0907, 0.0168, 86.1586
2022-11-21, -0.4305, -0.0731, 85.978
2022-11-22, -1.2973, -0.2204, 85.5884
2022-11-23, -0.8626, -0.1465, 85.9011
2022-11-24, -0.1538, -0.0261, 86.0444
2022-11-25, -0.5277, -0.0896, 85.7742
2022-11-26, 0.5169, 0.0956, 86.5063
2022-11-27, 0.2846, 0.0526, 86.4433
2022-11-28, 0.4802, 0.0888, 86.4582
2022-11-29, 0.7147, 0.1322, 86.3031
2022-11-30, -0.2268, -0.0385, 85.6742
2022-12-01, -0.4641, -0.0788, 85.5803
2022-12-02, -0.3755, -0.0638, 85.3987
2022-12-03, -1.7516, -0.2975, 84.7547
2022-12-04, -1.4932, -0.2536, 84.95
2022-12-05, -1.9491, -0.3311, 84.5091
2022-12-06, -2.0582, -0.3496, 84.2449
2022-12-07, -0.9402, -0.1597, 84.7341
2022-12-08, -0.4642, -0.0788, 85.1161
2022-12-09, 0.4347, 0.0804, 85.8334
2022-12-10, 1.0722, 0.1983, 85.8269
2022-12-11, 1.0712, 0.1981, 86.0212
2022-12-12, 1.5395, 0.2847, 86.0486
2022-12-13, 2.0281, 0.3751, 86.273
2022-12-14, 1.8852, 0.3486, 86.6193
2022-12-15, 1.2708, 0.235, 86.3869
2022-12-16, 0.2251, 0.0416, 86.0585
2022-12-17, 0.2705, 0.05, 86.0974
2022-12-18, -0.4404, -0.0748, 85.5807
2022-12-19, 0.8608, 0.1592, 86.9094
2022-12-20, 1.3622, 0.2519, 87.6352
2022-12-21, 0.6709, 0.1241, 87.2902
2022-12-22, 1.0488, 0.194, 87.4357
2022-12-23, 1.1055, 0.2044, 87.164
2022-12-24, 0.084, 0.0155, 86.1814
2022-12-25, 0.6916, 0.1279, 86.2724
2022-12-26, -3.4465, -0.5854, 83.4629
2022-12-27, -2.6594, -0.4517, 84.9758
2022-12-28, -2.3573, -0.4004, 84.9329
2022-12-29, -2.8641, -0.4865, 84.5716
2022-12-30, -3.9745, -0.6751, 83.1895
2022-12-31, -4.3712, -0.7425, 81.8102
2023-01-01, 2.1279, 0.3935, 88.4003
2023-01-02, 5.4074, 1, 88.8703
2023-01-03, -0.1204, -0.0204, 84.8554
2023-01-04, -1.3294, -0.2258, 83.6034
2023-01-05, -2.0766, -0.3527, 82.4949
2023-01-06, -1.0862, -0.1845, 82.1033
2023-01-07, 2.1798, 0.4031, 83.99
2023-01-08, -5.6382, -0.9577, 82.7621
2023-01-09, -5.8875, -1, 82.9828
2023-01-10, -1.7367, -0.295, 83.1187
2023-01-11, -0.9836, -0.1671, 82.6198
2023-01-12, -0.4169, -0.0708, 82.078
2023-01-13, 0.2382, 0.0441, 82.3415
2023-01-14, -3.0401, -0.5164, 80.9499
2023-01-15, -1.8487, -0.314, 80.9134
